herb,symptom,indication
U46,C0221263,0
U566,C0085636,1
U393,C0018681,1
U824,C0013421,0
U926,C0234378,0
U440,C0020429,1
U841,C0010200,1
U667,C0476254,0
U416,C0020429,1
U322,C0039070,0
U784,C0010200,1
U279,C0020429,1
U669,C0020429,1
U162,C0030193,1
U597,C0015967,1
U789,C0020505,0
U273,C0010200,1
U375,C0427055,0
U661,C0008031,1
U592,C0020429,1
U676,C0030193,1
U640,C1963154,0
U86,C0033774,1
U336,C0008489,0
U552,C0018777,0
U703,C0973461,0
U696,C0003862,0
U903,C0234132,0
U798,C0234979,0
U987,C0010200,1
U734,C0270948,0
U64,C0751265,0
U34,C0026838,0
U484,C0010200,1
U1012,C0009421,1
U212,C0011991,1
U669,C0008031,1
U351,C0020429,1
U117,C0032285,1
U175,C0011991,1
U33,C0231528,0
U365,C0020455,0
U554,C4020887,0
U292,C0023530,0
U687,C0020429,1
U559,C0000737,1
U262,C0011991,1
U584,C0018681,1
U699,C0003862,0
U248,C0042571,0
U884,C0003123,1
U302,C0011991,0
U700,C0030193,1
U964,C0009806,1
U793,C0037317,1
U162,C0237326,1
U971,C0030193,1
U262,C0018989,1
U396,C0030193,1
U721,C0039070,1
U346,C0700078,0
U339,C0030193,1
U274,C0008031,1
U898,C0000737,1
U102,C0013604,1
U107,C0019214,0
U216,C0031154,0
U696,C0030193,1
U313,C0037317,0
U163,C0042384,0
U201,C0030193,1
U709,C0000737,1
U790,C0039070,0
U803,C0042963,0
U66,C0231528,0
U315,C0019825,0
U856,C0018989,1
U380,C0020429,1
U234,C0022346,1
U157,C0016382,0
U382,C0011991,1
U260,C0476273,0
U5,C0033774,1
U579,C0032285,1
U244,C0042024,0
U104,C0008031,1
U339,C0040822,0
U481,C0035078,0
U188,C0000737,1
U83,C0542476,0
U504,C0042798,0
U160,C0018681,1
U393,C0020429,1
U430,C0270948,0
U947,C0039070,0
U183,C1963154,0
U362,C0003862,0
U899,C0030193,1
U332,C0013604,0
U6,C0851578,1
U603,C0016382,0
U655,C0476273,0
U119,C0699731,0
U211,C0013604,1
U372,C0020505,0
U76,C0030193,1
U93,C0010200,1
U474,C0030193,1
U297,C0020429,1
U785,C0011991,1
U814,C0542476,0
U150,C0000737,1
U1012,C0010200,1
U453,C0028754,0
U186,C0040822,0
U857,C1838869,0
U709,C0013491,1
U676,C0015230,0
U1010,C0020796,1
U928,C0005779,0
U35,C0010200,1
U182,C0006271,0
U568,C0013595,0
U699,C0020796,0
U276,C0003537,0
U168,C0020429,1
U859,C0030193,1
U856,C0020429,1
U43,C0002103,0
U987,C0151786,0
U132,C0003123,0
U964,C0013604,1
U145,C0023015,0
U59,C0010200,1
U375,C0851578,1
U188,C0020429,1
U140,C0022116,0
U201,C0020429,1
U891,C0018681,1
U640,C3203358,0
U268,C0012833,1
U384,C1262477,0
U56,C0018681,1
U452,C0021368,1
U784,C0237326,1
U242,C0013604,1
U630,C0001925,0
U631,C0015967,1
U706,C2364082,0
U151,C0237326,1
U983,C0020455,0
U246,C0018780,0
U995,C0042571,1
U23,C0973461,0
U631,C0030193,1
U419,C0001925,0
U60,C0035078,0
U117,C0003126,1
U44,C0010200,1
U859,C0020429,1
